S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
15399,08/11/2020,West Bengal,401394,35088,359071,7235
15400,09/11/2020,West Bengal,405314,34566,363454,7294
15401,10/11/2020,West Bengal,409221,34021,367850,7350
15402,11/11/2020,West Bengal,413112,33444,372265,7403
15403,12/11/2020,West Bengal,416984,32836,376696,7452
15404,13/11/2020,West Bengal,420840,32185,381149,7506
15405,14/11/2020,West Bengal,424675,31501,385617,7557
15406,15/11/2020,West Bengal,428498,30792,390096,7610
15407,16/11/2020,West Bengal,431551,29314,394576,7661
15408,17/11/2020,West Bengal,434563,27897,398952,7714
15409,18/11/2020,West Bengal,438217,27111,403340,7766
15410,19/11/2020,West Bengal,441885,26296,407769,7820
15411,20/11/2020,West Bengal,445505,25873,411759,7873
15412,21/11/2020,West Bengal,449131,25599,415609,7923
15413,22/11/2020,West Bengal,452770,25391,419403,7976
15414,23/11/2020,West Bengal,456361,25207,423129,8025
15415,24/11/2020,West Bengal,459918,25030,426816,8072
15416,25/11/2020,West Bengal,463463,24880,430462,8121
15417,26/11/2020,West Bengal,466991,24752,434067,8172
15418,27/11/2020,West Bengal,470498,24670,437604,8224
15419,28/11/2020,West Bengal,473987,24617,441100,8270
15420,29/11/2020,West Bengal,477446,24537,444587,8322
15421,30/11/2020,West Bengal,480813,24405,448032,8376
15422,01/12/2020,West Bengal,483484,24298,450762,8424
15423,02/12/2020,West Bengal,486799,24221,454102,8476
15424,03/12/2020,West Bengal,490070,24166,457377,8527
15425,04/12/2020,West Bengal,493316,24106,460634,8576
15426,05/12/2020,West Bengal,496522,24045,463849,8628
15427,06/12/2020,West Bengal,499697,23964,467056,8677
15428,07/12/2020,West Bengal,502840,23894,470223,8723
15429,08/12/2020,West Bengal,505054,23829,472454,8771
15430,09/12/2020,West Bengal,507995,23750,475425,8820
15431,10/12/2020,West Bengal,510951,23650,478434,8867
15432,11/12/2020,West Bengal,513752,23451,481385,8916
15433,12/12/2020,West Bengal,516505,23281,484258,8966
15434,13/12/2020,West Bengal,519215,23034,487171,9010
15435,14/12/2020,West Bengal,521795,22573,490165,9057
15436,15/12/2020,West Bengal,523629,21384,493145,9100
15437,17/12/2020,West Bengal,528211,20143,498877,9191
15438,18/12/2020,West Bengal,530456,19597,501624,9235
15439,19/12/2020,West Bengal,532695,19065,504353,9277
15440,20/12/2020,West Bengal,534850,18460,507070,9320
15441,21/12/2020,West Bengal,536828,17771,509697,9360
15442,22/12/2020,West Bengal,538343,16903,512039,9401
15443,23/12/2020,West Bengal,539996,16248,514309,9439
15444,24/12/2020,West Bengal,541624,15689,516462,9473
15445,25/12/2020,West Bengal,543214,15193,518516,9505
15446,26/12/2020,West Bengal,544755,14749,520470,9536
15447,27/12/2020,West Bengal,546008,14108,522331,9569
15448,28/12/2020,West Bengal,547443,13774,524071,9598
15449,29/12/2020,West Bengal,548471,13161,525685,9625
15450,30/12/2020,West Bengal,549715,12788,527272,9655
15451,31/12/2020,West Bengal,550893,12381,528829,9683
15452,03/01/2021,West Bengal,554079,11008,533305,9766
15453,04/01/2021,West Bengal,554975,10446,534737,9792
15454,05/01/2021,West Bengal,555572,9671,536084,9817
15455,06/01/2021,West Bengal,556384,9293,537250,9841
15456,07/01/2021,West Bengal,557252,8868,538521,9863
15457,08/01/2021,West Bengal,558173,8476,539816,9881
15458,09/01/2021,West Bengal,559099,8245,540952,9902
15459,10/01/2021,West Bengal,559886,8034,541930,9922
15460,11/01/2021,West Bengal,560709,7881,542887,9941
15461,12/01/2021,West Bengal,561321,7538,543826,9957
15462,13/01/2021,West Bengal,562072,7392,544705,9975
15463,14/01/2021,West Bengal,562795,7303,545499,9993
15464,15/01/2021,West Bengal,563475,7272,546193,10010
15465,16/01/2021,West Bengal,564098,7223,546849,10026
15466,17/01/2021,West Bengal,564707,7151,547515,10041
15467,18/01/2021,West Bengal,565272,7083,548136,10053
15468,19/01/2021,West Bengal,565661,6893,548705,10063
15469,20/01/2021,West Bengal,566073,6781,549218,10074
15470,21/01/2021,West Bengal,566482,6675,549727,10080
15471,22/01/2021,West Bengal,566898,6565,550244,10089
15472,23/01/2021,West Bengal,567304,6470,550737,10097
15473,24/01/2021,West Bengal,567714,6396,551211,10107
15474,25/01/2021,West Bengal,568103,6323,551665,10115
15475,27/01/2021,West Bengal,568650,6028,552491,10131
15476,28/01/2021,West Bengal,568884,5868,552877,10139
15477,29/01/2021,West Bengal,569173,5781,553244,10148
15478,30/01/2021,West Bengal,569459,5711,553593,10155
15479,31/01/2021,West Bengal,569769,5671,553934,10164
15480,01/02/2021,West Bengal,569998,5553,554272,10173
15481,02/02/2021,West Bengal,570177,5420,554578,10179
15482,03/02/2021,West Bengal,570380,5305,554887,10188
15483,04/02/2021,West Bengal,570581,5196,555190,10195
15484,05/02/2021,West Bengal,570787,5097,555491,10199
15485,06/02/2021,West Bengal,570981,4992,555788,10201
15486,07/02/2021,West Bengal,571178,4895,556081,10202
15487,08/02/2021,West Bengal,571371,4794,556370,10207
15488,09/02/2021,West Bengal,571490,4632,556649,10209
15489,10/02/2021,West Bengal,571636,4496,556925,10215
15490,11/02/2021,West Bengal,571815,4387,557208,10220
15491,12/02/2021,West Bengal,572032,4313,557494,10225
15492,13/02/2021,West Bengal,572220,4233,557758,10229
15493,14/02/2021,West Bengal,572405,4160,558015,10230
15494,15/02/2021,West Bengal,572595,4086,558277,10232
15495,16/02/2021,West Bengal,572728,3960,558535,10233
15496,17/02/2021,West Bengal,572879,3854,558790,10235
15497,18/02/2021,West Bengal,573012,3736,559039,10237
15498,19/02/2021,West Bengal,573193,3672,559282,10239
15499,20/02/2021,West Bengal,573387,3625,559520,10242
15500,21/02/2021,West Bengal,573580,3579,559755,10246
15501,22/02/2021,West Bengal,573762,3525,559988,10249
15502,23/02/2021,West Bengal,573910,3440,560219,10251
15503,24/02/2021,West Bengal,574099,3399,560447,10253
15504,25/02/2021,West Bengal,574301,3377,560668,10256
15505,26/02/2021,West Bengal,574500,3353,560887,10260
15506,27/02/2021,West Bengal,574716,3343,561110,10263
15507,01/03/2021,West Bengal,575118,3307,561543,10268
15508,02/03/2021,West Bengal,575316,3293,561755,10268
15509,03/03/2021,West Bengal,575487,3253,561964,10270
15510,04/03/2021,West Bengal,575712,3245,562195,10272
15511,06/03/2021,West Bengal,576176,3226,562675,10275
15512,07/03/2021,West Bengal,576435,3213,562945,10277
15513,08/03/2021,West Bengal,576623,3163,563182,10278
15514,09/03/2021,West Bengal,576838,3155,563403,10280
15515,10/03/2021,West Bengal,577026,3144,563601,10281
15516,11/03/2021,West Bengal,577267,3127,563857,10283
15517,13/03/2021,West Bengal,577788,3133,564368,10287
15518,14/03/2021,West Bengal,578064,3139,564637,10288
15519,15/03/2021,West Bengal,578347,3143,564912,10292
15520,16/03/2021,West Bengal,578598,3147,565156,10295
15521,17/03/2021,West Bengal,578853,3158,565398,10297
15522,18/03/2021,West Bengal,579156,3188,565670,10298
15523,19/03/2021,West Bengal,579479,3241,565938,10300
15524,20/03/2021,West Bengal,579826,3297,566228,10301
15525,21/03/2021,West Bengal,580209,3380,566526,10303
15526,22/03/2021,West Bengal,580631,3504,566821,10306
15527,23/03/2021,West Bengal,580999,3574,567117,10308
15528,24/03/2021,West Bengal,581403,3656,567437,10310
15529,25/03/2021,West Bengal,581865,3782,567771,10312
15530,27/03/2021,West Bengal,583027,4231,568476,10320
15531,28/03/2021,West Bengal,583839,4608,568909,10322
15532,29/03/2021,West Bengal,584666,4976,569366,10324
15533,30/03/2021,West Bengal,585305,5152,569828,10325
15534,31/03/2021,West Bengal,585933,5303,570303,10327
15535,01/04/2021,West Bengal,586915,5775,570811,10329
15536,02/04/2021,West Bengal,588189,6513,571345,10331
15537,03/04/2021,West Bengal,589922,7692,571895,10335
15538,04/04/2021,West Bengal,591658,8844,572474,10340
15539,05/04/2021,West Bengal,593615,10153,573118,10344
15540,06/04/2021,West Bengal,595576,11446,573782,10348
15541,07/04/2021,West Bengal,597634,12775,574504,10355
15542,08/04/2021,West Bengal,600024,14290,575371,10363
15543,09/04/2021,West Bengal,602807,16109,576328,10370
15544,10/04/2021,West Bengal,606455,18603,577474,10378
15545,11/04/2021,West Bengal,610498,21366,578742,10390
15546,12/04/2021,West Bengal,614896,23981,580515,10400
15547,13/04/2021,West Bengal,619407,26531,582462,10414
15548,14/04/2021,West Bengal,624224,29050,584740,10434
15549,15/04/2021,West Bengal,630116,32621,587037,10458
15550,16/04/2021,West Bengal,636885,36981,589424,10480
15551,17/04/2021,West Bengal,643795,41047,592242,10506
15552,18/04/2021,West Bengal,651508,45300,595668,10540
15553,19/04/2021,West Bengal,659927,49638,599721,10568
15554,20/04/2021,West Bengal,668353,53418,604329,10606
15555,21/04/2021,West Bengal,678172,58386,609134,10652
15556,22/04/2021,West Bengal,688956,63496,614750,10710
15557,23/04/2021,West Bengal,700904,68798,621340,10766
15558,24/04/2021,West Bengal,713780,74737,628218,10825
15559,25/04/2021,West Bengal,728061,81375,635802,10884
15560,26/04/2021,West Bengal,743950,88800,644209,10941
15561,27/04/2021,West Bengal,759942,94949,653984,11009
15562,28/04/2021,West Bengal,776345,100615,664648,11082
15563,29/04/2021,West Bengal,793552,105812,676581,11159
15564,30/04/2021,West Bengal,810955,110241,689466,11248
15565,01/05/2021,West Bengal,828366,113624,703398,11344
15566,02/05/2021,West Bengal,845878,116659,717772,11447
15567,03/05/2021,West Bengal,863393,118495,733359,11539
15568,04/05/2021,West Bengal,880894,119961,749296,11637
15569,05/05/2021,West Bengal,898533,120946,765843,11744
15570,06/05/2021,West Bengal,916635,121872,782916,11847
15571,07/05/2021,West Bengal,935066,122774,800328,11964
15572,08/05/2021,West Bengal,954282,124098,818108,12076
15573,09/05/2021,West Bengal,973718,125164,836351,12203
15574,10/05/2021,West Bengal,993159,126027,854805,12327
15575,11/05/2021,West Bengal,1012604,126663,873480,12461
15576,12/05/2021,West Bengal,1032740,127673,892474,12593
15577,13/05/2021,West Bengal,1053117,128684,911705,12728
15578,14/05/2021,West Bengal,1053117,128684,911705,12728
15579,15/05/2021,West Bengal,1073956,130213,930886,12857
15580,16/05/2021,West Bengal,1114313,131948,969228,13137
15581,17/05/2021,West Bengal,1133430,131805,988341,13284
15582,18/05/2021,West Bengal,1152433,131560,1007442,13431
15583,19/05/2021,West Bengal,1171861,131793,1026492,13576
15584,20/05/2021,West Bengal,1190867,131491,1045643,13733
15585,21/05/2021,West Bengal,1209958,131510,1064553,13895
15586,22/05/2021,West Bengal,1229805,132181,1083570,14054
15587,23/05/2021,West Bengal,1248668,131688,1102772,14208
15588,24/05/2021,West Bengal,1267090,130525,1122201,14364
15589,25/05/2021,West Bengal,1284973,128585,1141871,14517
15590,26/05/2021,West Bengal,1301978,126376,1160928,14674
15591,27/05/2021,West Bengal,1318203,123377,1179999,14827
15592,28/05/2021,West Bengal,1331249,117154,1199120,14975
15593,12/03/2020,World,129149,,,4724
15594,13/03/2020,World,138704,,,5085
15595,14/03/2020,World,149469,,,5553
15596,15/03/2020,World,161291,,,6003
15597,16/03/2020,World,172460,,,6710
15598,17/03/2020,World,188622,,,7448
15599,18/03/2020,World,207981,,,8315
15600,19/03/2020,World,230293,,,9378
15601,20/03/2020,World,261400,,,10596
15602,21/03/2020,World,288637,,,11949
15603,22/03/2020,World,314733,,,13662
15604,23/03/2020,World,357797,,,15537
15605,24/03/2020,World,412233,,,17673
15606,25/03/2020,World,445145,,,19925
15607,26/03/2020,World,503344,,,22694
15608,27/03/2020,World,546871,,,25312
15609,28/03/2020,World,612472,,,28745
15610,29/03/2020,World,675333,,,32334
15611,30/03/2020,World,734013,,,35677
15612,31/03/2020,World,791904,,,39300
15613,01/04/2020,World,865853,,,43558
15614,02/04/2020,World,939132,,,48564
15615,03/04/2020,World,1013909,,,53583
15616,04/04/2020,World,1093754,,,60382
15617,05/04/2020,World,1174774,,,66345
15618,06/04/2020,World,1248156,,,71308
15619,07/04/2020,World,1316401,,,76689
15620,08/04/2020,World,1391513,,,83606
15621,09/04/2020,World,1474265,,,90120
15622,10/04/2020,World,1559752,,,97671
15623,11/04/2020,World,1650543,,,104643
15624,12/04/2020,World,1729575,,,111044
15625,13/04/2020,World,1802862,,,116775
15626,14/04/2020,World,1872297,,,122244
15627,15/04/2020,World,1941827,,,128466
15628,16/04/2020,World,2017442,,,136461
15629,17/04/2020,World,2099271,,,148979
15630,18/04/2020,World,2182557,,,155663
15631,19/04/2020,World,2264293,,,162602
15632,20/04/2020,World,2336808,,,167777
15633,21/04/2020,World,2411370,,,173223
15634,22/04/2020,World,2484365,,,179988
15635,23/04/2020,World,2556590,,,186648
15636,24/04/2020,World,2638041,,,192954
15637,25/04/2020,World,2731951,,,198903
15638,26/04/2020,World,2819045,,,205142
15639,27/04/2020,World,2897980,,,209946
15640,28/04/2020,World,2970252,,,214005
15641,29/04/2020,World,3037489,,,219353
15642,30/04/2020,World,3110938,,,225250
15643,01/05/2020,World,3197484,,,231720
15644,02/05/2020,World,3284616,,,237155
15645,03/05/2020,World,3367809,,,245691
15646,04/05/2020,World,3452441,,,248633
15647,05/05/2020,World,3534097,,,250708
15648,06/05/2020,World,3603643,,,254868
15649,07/05/2020,World,3685282,,,261037
15650,08/05/2020,World,3771696,,,266284
15651,09/05/2020,World,3864968,,,272591
15652,10/05/2020,World,3953159,,,277084
15653,11/05/2020,World,4039448,,,281761
15654,12/05/2020,World,4116721,,,285297
15655,13/05/2020,World,4192497,,,289548
15656,14/05/2020,World,4275729,,,294357
15657,15/05/2020,World,4364106,,,299406
15658,16/05/2020,World,4456453,,,304534
15659,17/05/2020,World,4551670,,,309101
15660,18/05/2020,World,4652820,,,313139
15661,19/05/2020,World,4726776,,,316106
15662,20/05/2020,World,4817374,,,319998
15663,21/05/2020,World,4923548,,,324715
15664,22/05/2020,World,5014897,,,329141
15665,23/05/2020,World,5120924,,,333798
15666,24/05/2020,World,5224659,,,338797
15667,25/05/2020,World,5326374,,,342606
15668,26/05/2020,World,5414859,,,345643
15669,27/05/2020,World,5506604,,,349035
15670,28/05/2020,World,5603139,,,353384
15671,29/05/2020,World,5714196,,,358389
15672,30/05/2020,World,5831033,,,363199
15673,31/05/2020,World,5946931,,,367463
15674,01/06/2020,World,6070180,,,371240
15675,02/06/2020,World,6182525,,,374271
15676,03/06/2020,World,6275759,,,377836
15677,04/06/2020,World,6403721,,,382610
15678,05/06/2020,World,6521783,,,387670
15679,06/06/2020,World,6649551,,,393220
15680,07/06/2020,World,6785714,,,397782
15681,08/06/2020,World,6916987,,,401282
15682,09/06/2020,World,7025340,,,404833
15683,10/06/2020,World,7130315,,,408411
15684,11/06/2020,World,7259077,,,413619
15685,12/06/2020,World,7396058,,,418513
15686,13/06/2020,World,7537115,,,423537
15687,14/06/2020,World,7674512,,,427777
15688,15/06/2020,World,7806629,,,431740
15689,16/06/2020,World,7924788,,,435025
15690,17/06/2020,World,8044178,,,440413
15691,18/06/2020,World,8225532,,,445510
15692,19/06/2020,World,8368303,,,450651
15693,20/06/2020,World,8508863,,,455679
15694,21/06/2020,World,8693743,,,460405
15695,22/06/2020,World,8847083,,,464486
15696,23/06/2020,World,8979082,,,468332
15697,24/06/2020,World,9113968,,,472301
15698,25/06/2020,World,9282160,,,477541
15699,26/06/2020,World,9460075,,,482630
15700,27/06/2020,World,9641277,,,489400
15701,28/06/2020,World,9832536,,,493977
15702,29/06/2020,World,10010645,,,498147
15703,30/06/2020,World,10182806,,,502082
15704,01/07/2020,World,10337461,,,506174
15705,02/07/2020,World,10513231,,,510866
15706,03/07/2020,World,10719334,,,515852
15707,04/07/2020,World,10930591,,,520868
15708,05/07/2020,World,11136495,,,526057
15709,06/07/2020,World,11338414,,,530183
15710,07/07/2020,World,11509369,,,533585
15711,08/07/2020,World,11679142,,,537660
15712,09/07/2020,World,11884105,,,543133
15713,10/07/2020,World,12112743,,,548663
15714,11/07/2020,World,12332912,,,553911
15715,12/07/2020,World,12565025,,,559088
15716,13/07/2020,World,12780274,,,564108
15717,14/07/2020,World,12974815,,,567731
15718,15/07/2020,World,13162302,,,571830
15719,16/07/2020,World,13388863,,,577331
15720,17/07/2020,World,13626885,,,582961
15721,18/07/2020,World,13886836,,,589768
15722,19/07/2020,World,14131568,,,595455
15723,20/07/2020,World,14362837,,,600357
15724,21/07/2020,World,14572675,,,604415
15725,22/07/2020,World,14776331,,,608626
15726,23/07/2020,World,15024803,,,615643
15727,24/07/2020,World,15311108,,,625355
15728,25/07/2020,World,15597288,,,631537
15729,26/07/2020,World,15875171,,,637456
15730,27/07/2020,World,16131279,,,642953
15731,28/07/2020,World,16353300,,,647320
15732,29/07/2020,World,16576677,,,652309
15733,30/07/2020,World,16839982,,,658253
15734,31/07/2020,World,17140181,,,665007
15735,01/08/2020,World,17444943,,,671122
15736,02/08/2020,World,17721509,,,677240
15737,03/08/2020,World,17988932,,,683044
15738,04/08/2020,World,18211515,,,687100
15739,05/08/2020,World,18429059,,,692163
15740,06/08/2020,World,18697890,,,698552
15741,07/08/2020,World,18986102,,,705346
15742,08/08/2020,World,19275857,,,711856
15743,09/08/2020,World,19565396,,,718389
15744,10/08/2020,World,19829700,,,724050
15745,11/08/2020,World,20056589,,,728407
15746,12/08/2020,World,20281469,,,733284
15747,13/08/2020,World,20571134,,,740133
15748,14/08/2020,World,20865260,,,746881
15749,15/08/2020,World,21170278,,,756903
15750,16/08/2020,World,21456459,,,763156
15751,17/08/2020,World,21717178,,,768531
15752,18/08/2020,World,21936176,,,772837
15753,19/08/2020,World,22159641,,,777508
15754,20/08/2020,World,22435390,,,783990
15755,21/08/2020,World,22723381,,,790682
15756,22/08/2020,World,23005997,,,796618
15757,23/08/2020,World,23268891,,,802594
15758,24/08/2020,World,23534586,,,808012
15759,25/08/2020,World,23752895,,,812129
15760,26/08/2020,World,23975134,,,816763
15761,27/08/2020,World,24254637,,,823193
15762,28/08/2020,World,24541614,,,829372
15763,29/08/2020,World,24836915,,,835322
15764,30/08/2020,World,25123901,,,840861
15765,31/08/2020,World,25400126,,,846290
15766,01/09/2020,World,25620281,,,850207
15767,02/09/2020,World,25881051,,,854637
15768,03/09/2020,World,26170328,,,860993
15769,04/09/2020,World,26465226,,,867036
15770,05/09/2020,World,26770101,,,872979
15771,06/09/2020,World,27086842,,,878588
15772,07/09/2020,World,27358931,,,887268
15773,08/09/2020,World,27587036,,,893053
15774,09/09/2020,World,27821012,,,896999
15775,10/09/2020,World,28085552,,,901961
15776,11/09/2020,World,28388550,,,908123
15777,12/09/2020,World,28701976,,,914006
15778,13/09/2020,World,29023718,,,919682
15779,14/09/2020,World,29313196,,,924590
15780,15/09/2020,World,29564793,,,928949
15781,16/09/2020,World,29827965,,,933538
15782,17/09/2020,World,30138004,,,939495
15783,18/09/2020,World,30459824,,,945504
15784,19/09/2020,World,30780909,,,950889
15785,20/09/2020,World,31115818,,,956685
15786,21/09/2020,World,31408346,,,961505
15787,22/09/2020,World,31652934,,,965198
15788,23/09/2020,World,31917738,,,969820
15789,24/09/2020,World,32240865,,,975761
15790,25/09/2020,World,32562378,,,982147
15791,26/09/2020,World,32888667,,,987966
15792,27/09/2020,World,33217774,,,993561
15793,28/09/2020,World,33517319,,,998734
15794,29/09/2020,World,33760412,,,1002638
15795,30/09/2020,World,34022614,,,1007078
15796,01/10/2020,World,34338237,,,1012957
15797,02/10/2020,World,34670316,,,1019232
15798,03/10/2020,World,35000607,,,1027940
15799,04/10/2020,World,35336885,,,1033209
15800,05/10/2020,World,35645768,,,1037809
15801,06/10/2020,World,35904674,,,1042074
15802,07/10/2020,World,36195949,,,1046612
15803,08/10/2020,World,36556697,,,1052260
15804,09/10/2020,World,36924773,,,1058611
15805,10/10/2020,World,37323226,,,1067159
15806,11/10/2020,World,37705209,,,1072980
15807,12/10/2020,World,38028972,,,1077560
15808,13/10/2020,World,38325714,,,1081827
